fg_id,bg_id,position,scale,label,img_name,mask_name
22242,321314,"[4, 88, 386, 509]",0.9069,0,dataset/composite/train_set/22242_321314_4_88_386_509_0.9069_0.jpg,dataset/composite/train_set/mask_22242_321314_4_88_386_509_0.9069_0.jpg
689770,84040,"[528, 399, 52, 63]",0.1313,1,dataset/composite/train_set/689770_84040_528_399_52_63_0.1313_1.jpg,dataset/composite/train_set/mask_689770_84040_528_399_52_63_0.1313_1.jpg
37980,118379,"[206, 217, 94, 71]",0.1494,1,dataset/composite/train_set/37980_118379_206_217_94_71_0.1494_1.jpg,dataset/composite/train_set/mask_37980_118379_206_217_94_71_0.1494_1.jpg
312151,421639,"[97, 39, 409, 279]",0.6571,1,dataset/composite/train_set/312151_421639_97_39_409_279_0.6571_1.jpg,dataset/composite/train_set/mask_312151_421639_97_39_409_279_0.6571_1.jpg
161130,433136,"[251, 488, 76, 19]",0.1802,0,dataset/composite/train_set/161130_433136_251_488_76_19_0.1802_0.jpg,dataset/composite/train_set/mask_161130_433136_251_488_76_19_0.1802_0.jpg
55163,245746,"[147, 59, 59, 51]",0.1251,1,dataset/composite/train_set/55163_245746_147_59_59_51_0.1251_1.jpg,dataset/composite/train_set/mask_55163_245746_147_59_59_51_0.1251_1.jpg
323549,464845,"[14, 268, 162, 104]",0.2542,0,dataset/composite/train_set/323549_464845_14_268_162_104_0.2542_0.jpg,dataset/composite/train_set/mask_323549_464845_14_268_162_104_0.2542_0.jpg
148941,60677,"[214, 116, 416, 327]",0.6828,1,dataset/composite/train_set/148941_60677_214_116_416_327_0.6828_1.jpg,dataset/composite/train_set/mask_148941_60677_214_116_416_327_0.6828_1.jpg
1106885,526360,"[225, 71, 142, 60]",0.3326,0,dataset/composite/train_set/1106885_526360_225_71_142_60_0.3326_0.jpg,dataset/composite/train_set/mask_1106885_526360_225_71_142_60_0.3326_0.jpg
1185754,104234,"[99, 130, 389, 474]",0.7575,0,dataset/composite/train_set/1185754_104234_99_130_389_474_0.7575_0.jpg,dataset/composite/train_set/mask_1185754_104234_99_130_389_474_0.7575_0.jpg
1447091,202774,"[181, 80, 275, 484]",0.7575,0,dataset/composite/train_set/1447091_202774_181_80_275_484_0.7575_0.jpg,dataset/composite/train_set/mask_1447091_202774_181_80_275_484_0.7575_0.jpg
1817887,551836,"[182, 48, 263, 310]",0.5491,0,dataset/composite/train_set/1817887_551836_182_48_263_310_0.5491_0.jpg,dataset/composite/train_set/mask_1817887_551836_182_48_263_310_0.5491_0.jpg
1548365,210333,"[60, 0, 87, 86]",0.2019,0,dataset/composite/train_set/1548365_210333_60_0_87_86_0.2019_0.jpg,dataset/composite/train_set/mask_1548365_210333_60_0_87_86_0.2019_0.jpg
685338,342745,"[205, 84, 173, 28]",0.4053,0,dataset/composite/train_set/685338_342745_205_84_173_28_0.4053_0.jpg,dataset/composite/train_set/mask_685338_342745_205_84_173_28_0.4053_0.jpg
703810,324203,"[353, 56, 27, 36]",0.0961,1,dataset/composite/train_set/703810_324203_353_56_27_36_0.0961_1.jpg,dataset/composite/train_set/mask_703810_324203_353_56_27_36_0.0961_1.jpg
1153358,487796,"[354, 257, 38, 46]",0.1096,1,dataset/composite/train_set/1153358_487796_354_257_38_46_0.1096_1.jpg,dataset/composite/train_set/mask_1153358_487796_354_257_38_46_0.1096_1.jpg
664376,487796,"[548, 160, 48, 154]",0.3616,0,dataset/composite/train_set/664376_487796_548_160_48_154_0.3616_0.jpg,dataset/composite/train_set/mask_664376_487796_548_160_48_154_0.3616_0.jpg
586016,267898,"[431, 248, 126, 74]",0.1975,0,dataset/composite/train_set/586016_267898_431_248_126_74_0.1975_0.jpg,dataset/composite/train_set/mask_586016_267898_431_248_126_74_0.1975_0.jpg
1154090,215081,"[57, 301, 30, 47]",0.1096,0,dataset/composite/train_set/1154090_215081_57_301_30_47_0.1096_0.jpg,dataset/composite/train_set/mask_1154090_215081_57_301_30_47_0.1096_0.jpg
345094,44494,"[53, 274, 172, 90]",0.3601,0,dataset/composite/train_set/345094_44494_53_274_172_90_0.3601_0.jpg,dataset/composite/train_set/mask_345094_44494_53_274_172_90_0.3601_0.jpg
1048275,289333,"[195, 149, 386, 304]",0.6350,1,dataset/composite/train_set/1048275_289333_195_149_386_304_0.6350_1.jpg,dataset/composite/train_set/mask_1048275_289333_195_149_386_304_0.6350_1.jpg
100180,400552,"[12, 108, 217, 245]",0.4540,0,dataset/composite/train_set/100180_400552_12_108_217_245_0.4540_0.jpg,dataset/composite/train_set/mask_100180_400552_12_108_217_245_0.4540_0.jpg
1882760,20702,"[13, 193, 362, 371]",0.7559,0,dataset/composite/train_set/1882760_20702_13_193_362_371_0.7559_0.jpg,dataset/composite/train_set/mask_1882760_20702_13_193_362_371_0.7559_0.jpg
1076771,44878,"[344, 324, 160, 98]",0.2502,1,dataset/composite/train_set/1076771_44878_344_324_160_98_0.2502_1.jpg,dataset/composite/train_set/mask_1076771_44878_344_324_160_98_0.2502_1.jpg
152151,60677,"[180, 41, 436, 270]",0.6828,0,dataset/composite/train_set/152151_60677_180_41_436_270_0.6828_0.jpg,dataset/composite/train_set/mask_152151_60677_180_41_436_270_0.6828_0.jpg
26888,224134,"[321, 278, 44, 85]",0.2002,1,dataset/composite/train_set/26888_224134_321_278_44_85_0.2002_1.jpg,dataset/composite/train_set/mask_26888_224134_321_278_44_85_0.2002_1.jpg
693700,90662,"[56, 232, 206, 101]",0.4293,1,dataset/composite/train_set/693700_90662_56_232_206_101_0.4293_1.jpg,dataset/composite/train_set/mask_693700_90662_56_232_206_101_0.4293_1.jpg
664376,168173,"[366, 302, 14, 44]",0.1047,1,dataset/composite/train_set/664376_168173_366_302_14_44_0.1047_1.jpg,dataset/composite/train_set/mask_664376_168173_366_302_14_44_0.1047_1.jpg
674110,547759,"[202, 13, 256, 483]",0.7559,0,dataset/composite/train_set/674110_547759_202_13_256_483_0.7559_0.jpg,dataset/composite/train_set/mask_674110_547759_202_13_256_483_0.7559_0.jpg
1550096,338988,"[481, 91, 122, 193]",0.4552,1,dataset/composite/train_set/1550096_338988_481_91_122_193_0.4552_1.jpg,dataset/composite/train_set/mask_1550096_338988_481_91_122_193_0.4552_1.jpg
1105244,82273,"[167, 263, 35, 53]",0.1111,0,dataset/composite/train_set/1105244_82273_167_263_35_53_0.1111_0.jpg,dataset/composite/train_set/mask_1105244_82273_167_263_35_53_0.1111_0.jpg
103037,222964,"[450, 336, 59, 86]",0.1811,1,dataset/composite/train_set/103037_222964_450_336_59_86_0.1811_1.jpg,dataset/composite/train_set/mask_103037_222964_450_336_59_86_0.1811_1.jpg
72410,334542,"[127, 122, 220, 277]",0.6495,1,dataset/composite/train_set/72410_334542_127_122_220_277_0.6495_1.jpg,dataset/composite/train_set/mask_72410_334542_127_122_220_277_0.6495_1.jpg
1912392,131725,"[65, 45, 253, 151]",0.6590,1,dataset/composite/train_set/1912392_131725_65_45_253_151_0.6590_1.jpg,dataset/composite/train_set/mask_1912392_131725_65_45_253_151_0.6590_1.jpg
694258,84040,"[107, 318, 274, 106]",0.4293,1,dataset/composite/train_set/694258_84040_107_318_274_106_0.4293_1.jpg,dataset/composite/train_set/mask_694258_84040_107_318_274_106_0.4293_1.jpg
1796446,525021,"[433, 54, 194, 119]",0.3040,0,dataset/composite/train_set/1796446_525021_433_54_194_119_0.3040_0.jpg,dataset/composite/train_set/mask_1796446_525021_433_54_194_119_0.3040_0.jpg
2111340,289333,"[208, 65, 215, 218]",0.4552,0,dataset/composite/train_set/2111340_289333_208_65_215_218_0.4552_0.jpg,dataset/composite/train_set/mask_2111340_289333_208_65_215_218_0.4552_0.jpg
702979,165684,"[429, 223, 40, 182]",0.3807,1,dataset/composite/train_set/702979_165684_429_223_40_182_0.3807_1.jpg,dataset/composite/train_set/mask_702979_165684_429_223_40_182_0.3807_1.jpg
1077959,202944,"[177, 89, 293, 338]",0.7049,1,dataset/composite/train_set/1077959_202944_177_89_293_338_0.7049_1.jpg,dataset/composite/train_set/mask_1077959_202944_177_89_293_338_0.7049_1.jpg
1547942,285562,"[353, 145, 226, 189]",0.3715,0,dataset/composite/train_set/1547942_285562_353_145_226_189_0.3715_0.jpg,dataset/composite/train_set/mask_1547942_285562_353_145_226_189_0.3715_0.jpg
132168,280733,"[333, 38, 294, 126]",0.4597,0,dataset/composite/train_set/132168_280733_333_38_294_126_0.4597_0.jpg,dataset/composite/train_set/mask_132168_280733_333_38_294_126_0.4597_0.jpg
1930884,102278,"[515, 189, 119, 138]",0.3236,0,dataset/composite/train_set/1930884_102278_515_189_119_138_0.3236_0.jpg,dataset/composite/train_set/mask_1930884_102278_515_189_119_138_0.3236_0.jpg
1074276,205572,"[258, 91, 360, 336]",0.7049,1,dataset/composite/train_set/1074276_205572_258_91_360_336_0.7049_1.jpg,dataset/composite/train_set/mask_1074276_205572_258_91_360_336_0.7049_1.jpg
707427,496261,"[284, 532, 181, 59]",0.3807,1,dataset/composite/train_set/707427_496261_284_532_181_59_0.3807_1.jpg,dataset/composite/train_set/mask_707427_496261_284_532_181_59_0.3807_1.jpg
73653,334542,"[56, 257, 164, 110]",0.2593,0,dataset/composite/train_set/73653_334542_56_257_164_110_0.2593_0.jpg,dataset/composite/train_set/mask_73653_334542_56_257_164_110_0.2593_0.jpg
1047625,289333,"[116, 265, 291, 174]",0.4552,1,dataset/composite/train_set/1047625_289333_116_265_291_174_0.4552_1.jpg,dataset/composite/train_set/mask_1047625_289333_116_265_291_174_0.4552_1.jpg
572461,461657,"[119, 48, 140, 168]",0.3505,0,dataset/composite/train_set/572461_461657_119_48_140_168_0.3505_0.jpg,dataset/composite/train_set/mask_572461_461657_119_48_140_168_0.3505_0.jpg
49502,103318,"[207, 137, 83, 94]",0.1972,0,dataset/composite/train_set/49502_103318_207_137_83_94_0.1972_0.jpg,dataset/composite/train_set/mask_49502_103318_207_137_83_94_0.1972_0.jpg
64911,458705,"[351, 166, 80, 77]",0.1811,0,dataset/composite/train_set/64911_458705_351_166_80_77_0.1811_0.jpg,dataset/composite/train_set/mask_64911_458705_351_166_80_77_0.1811_0.jpg
577388,260974,"[225, 13, 222, 347]",0.7207,1,dataset/composite/train_set/577388_260974_225_13_222_347_0.7207_1.jpg,dataset/composite/train_set/mask_577388_260974_225_13_222_347_0.7207_1.jpg
73189,250703,"[538, 243, 98, 71]",0.1684,0,dataset/composite/train_set/73189_250703_538_243_98_71_0.1684_0.jpg,dataset/composite/train_set/mask_73189_250703_538_243_98_71_0.1684_0.jpg
165972,441292,"[73, 28, 238, 99]",0.4965,0,dataset/composite/train_set/165972_441292_73_28_238_99_0.4965_0.jpg,dataset/composite/train_set/mask_165972_441292_73_28_238_99_0.4965_0.jpg
578248,199632,"[132, 211, 461, 210]",0.7207,0,dataset/composite/train_set/578248_199632_132_211_461_210_0.7207_0.jpg,dataset/composite/train_set/mask_578248_199632_132_211_461_210_0.7207_0.jpg
577388,505023,"[138, 238, 58, 91]",0.2376,0,dataset/composite/train_set/577388_505023_138_238_58_91_0.2376_0.jpg,dataset/composite/train_set/mask_577388_505023_138_238_58_91_0.2376_0.jpg
1105454,396765,"[136, 138, 152, 52]",0.2389,0,dataset/composite/train_set/1105454_396765_136_138_152_52_0.2389_0.jpg,dataset/composite/train_set/mask_1105454_396765_136_138_152_52_0.2389_0.jpg
26888,126097,"[138, 61, 44, 85]",0.2002,0,dataset/composite/train_set/26888_126097_138_61_44_85_0.2002_0.jpg,dataset/composite/train_set/mask_26888_126097_138_61_44_85_0.2002_0.jpg
4535,507322,"[205, 396, 93, 77]",0.1617,0,dataset/composite/train_set/4535_507322_205_396_93_77_0.1617_0.jpg,dataset/composite/train_set/mask_4535_507322_205_396_93_77_0.1617_0.jpg
596564,542173,"[321, 75, 56, 65]",0.1367,0,dataset/composite/train_set/596564_542173_321_75_56_65_0.1367_0.jpg,dataset/composite/train_set/mask_596564_542173_321_75_56_65_0.1367_0.jpg
374861,102278,"[75, 322, 49, 54]",0.1275,1,dataset/composite/train_set/374861_102278_75_322_49_54_0.1275_1.jpg,dataset/composite/train_set/mask_374861_102278_75_322_49_54_0.1275_1.jpg
705289,324203,"[340, 18, 38, 36]",0.0961,0,dataset/composite/train_set/705289_324203_340_18_38_36_0.0961_0.jpg,dataset/composite/train_set/mask_705289_324203_340_18_38_36_0.0961_0.jpg
1106200,267555,"[2, 163, 55, 19]",0.1111,0,dataset/composite/train_set/1106200_267555_2_163_55_19_0.1111_0.jpg,dataset/composite/train_set/mask_1106200_267555_2_163_55_19_0.1111_0.jpg
1186516,84046,"[118, 220, 120, 73]",0.1877,0,dataset/composite/train_set/1186516_84046_118_220_120_73_0.1877_0.jpg,dataset/composite/train_set/mask_1186516_84046_118_220_120_73_0.1877_0.jpg
1550334,288836,"[446, 38, 136, 141]",0.2958,1,dataset/composite/train_set/1550334_288836_446_38_136_141_0.2958_1.jpg,dataset/composite/train_set/mask_1550334_288836_446_38_136_141_0.2958_1.jpg
102346,106878,"[215, 50, 83, 136]",0.3236,0,dataset/composite/train_set/102346_106878_215_50_83_136_0.3236_0.jpg,dataset/composite/train_set/mask_102346_106878_215_50_83_136_0.3236_0.jpg
103037,69428,"[263, 105, 69, 101]",0.2404,0,dataset/composite/train_set/103037_69428_263_105_69_101_0.2404_0.jpg,dataset/composite/train_set/mask_103037_69428_263_105_69_101_0.2404_0.jpg
1184469,140180,"[517, 47, 120, 72]",0.1877,0,dataset/composite/train_set/1184469_140180_517_47_120_72_0.1877_0.jpg,dataset/composite/train_set/mask_1184469_140180_517_47_120_72_0.1877_0.jpg
2185622,500699,"[51, 120, 402, 245]",0.6288,1,dataset/composite/train_set/2185622_500699_51_120_402_245_0.6288_1.jpg,dataset/composite/train_set/mask_2185622_500699_51_120_402_245_0.6288_1.jpg
571899,26438,"[60, 82, 224, 86]",0.3505,0,dataset/composite/train_set/571899_26438_60_82_224_86_0.3505_0.jpg,dataset/composite/train_set/mask_571899_26438_60_82_224_86_0.3505_0.jpg
21228,293545,"[2, 278, 70, 78]",0.2002,0,dataset/composite/train_set/21228_293545_2_278_70_78_0.2002_0.jpg,dataset/composite/train_set/mask_21228_293545_2_278_70_78_0.2002_0.jpg
24275,293545,"[368, 258, 55, 47]",0.1215,0,dataset/composite/train_set/24275_293545_368_258_55_47_0.1215_0.jpg,dataset/composite/train_set/mask_24275_293545_368_258_55_47_0.1215_0.jpg
1550544,447378,"[351, 219, 246, 218]",0.4552,1,dataset/composite/train_set/1550544_447378_351_219_246_218_0.4552_1.jpg,dataset/composite/train_set/mask_1550544_447378_351_219_246_218_0.4552_1.jpg
598826,387056,"[166, 1, 146, 226]",0.5313,0,dataset/composite/train_set/598826_387056_166_1_146_226_0.5313_0.jpg,dataset/composite/train_set/mask_598826_387056_166_1_146_226_0.5313_0.jpg
84475,526732,"[137, 60, 469, 276]",0.7332,0,dataset/composite/train_set/84475_526732_137_60_469_276_0.7332_0.jpg,dataset/composite/train_set/mask_84475_526732_137_60_469_276_0.7332_0.jpg
105674,222964,"[418, 207, 148, 155]",0.3236,0,dataset/composite/train_set/105674_222964_418_207_148_155_0.3236_0.jpg,dataset/composite/train_set/mask_105674_222964_418_207_148_155_0.3236_0.jpg
78245,321692,"[197, 166, 190, 167]",0.3809,1,dataset/composite/train_set/78245_321692_197_166_190_167_0.3809_1.jpg,dataset/composite/train_set/mask_78245_321692_197_166_190_167_0.3809_1.jpg
600543,577065,"[133, 359, 35, 65]",0.1367,0,dataset/composite/train_set/600543_577065_133_359_35_65_0.1367_0.jpg,dataset/composite/train_set/mask_600543_577065_133_359_35_65_0.1367_0.jpg
685870,84040,"[16, 22, 133, 143]",0.2994,1,dataset/composite/train_set/685870_84040_16_22_133_143_0.2994_1.jpg,dataset/composite/train_set/mask_685870_84040_16_22_133_143_0.2994_1.jpg
1885764,299563,"[541, 90, 60, 54]",0.1141,0,dataset/composite/train_set/1885764_299563_541_90_60_54_0.1141_0.jpg,dataset/composite/train_set/mask_1885764_299563_541_90_60_54_0.1141_0.jpg
155732,515315,"[75, 33, 326, 291]",0.6828,0,dataset/composite/train_set/155732_515315_75_33_326_291_0.6828_0.jpg,dataset/composite/train_set/mask_155732_515315_75_33_326_291_0.6828_0.jpg
1114538,203879,"[269, 67, 73, 77]",0.2164,0,dataset/composite/train_set/1114538_203879_269_67_73_77_0.2164_0.jpg,dataset/composite/train_set/mask_1114538_203879_269_67_73_77_0.2164_0.jpg
476929,314200,"[121, 280, 17, 60]",0.1389,0,dataset/composite/train_set/476929_314200_121_280_17_60_0.1389_0.jpg,dataset/composite/train_set/mask_476929_314200_121_280_17_60_0.1389_0.jpg
153180,515020,"[359, 178, 231, 127]",0.3614,0,dataset/composite/train_set/153180_515020_359_178_231_127_0.3614_0.jpg,dataset/composite/train_set/mask_153180_515020_359_178_231_127_0.3614_0.jpg
144034,213039,"[384, 212, 206, 172]",0.3601,1,dataset/composite/train_set/144034_213039_384_212_206_172_0.3601_1.jpg,dataset/composite/train_set/mask_144034_213039_384_212_206_172_0.3601_1.jpg
353745,266114,"[492, 8, 84, 31]",0.1322,0,dataset/composite/train_set/353745_266114_492_8_84_31_0.1322_0.jpg,dataset/composite/train_set/mask_353745_266114_492_8_84_31_0.1322_0.jpg
712782,162760,"[239, 333, 109, 73]",0.1715,0,dataset/composite/train_set/712782_162760_239_333_109_73_0.1715_0.jpg,dataset/composite/train_set/mask_712782_162760_239_333_109_73_0.1715_0.jpg
1051628,131725,"[216, 191, 36, 35]",0.1148,0,dataset/composite/train_set/1051628_131725_216_191_36_35_0.1148_0.jpg,dataset/composite/train_set/mask_1051628_131725_216_191_36_35_0.1148_0.jpg
36694,493022,"[422, 102, 104, 106]",0.2500,0,dataset/composite/train_set/36694_493022_422_102_104_106_0.2500_0.jpg,dataset/composite/train_set/mask_36694_493022_422_102_104_106_0.2500_0.jpg
1955649,126097,"[257, 116, 128, 75]",0.2002,0,dataset/composite/train_set/1955649_126097_257_116_128_75_0.2002_0.jpg,dataset/composite/train_set/mask_1955649_126097_257_116_128_75_0.2002_0.jpg
22242,321314,"[84, 124, 248, 328]",0.5845,0,dataset/composite/train_set/22242_321314_84_124_248_328_0.5845_0.jpg,dataset/composite/train_set/mask_22242_321314_84_124_248_328_0.5845_0.jpg
1077959,202944,"[136, 34, 293, 338]",0.7049,1,dataset/composite/train_set/1077959_202944_136_34_293_338_0.7049_1.jpg,dataset/composite/train_set/mask_1077959_202944_136_34_293_338_0.7049_1.jpg
161008,333722,"[135, 192, 139, 50]",0.2912,1,dataset/composite/train_set/161008_333722_135_192_139_50_0.2912_1.jpg,dataset/composite/train_set/mask_161008_333722_135_192_139_50_0.2912_1.jpg
597181,542173,"[156, 245, 196, 174]",0.3630,0,dataset/composite/train_set/597181_542173_156_245_196_174_0.3630_0.jpg,dataset/composite/train_set/mask_597181_542173_156_245_196_174_0.3630_0.jpg
76043,560853,"[241, 185, 305, 213]",0.4775,1,dataset/composite/train_set/76043_560853_241_185_305_213_0.4775_1.jpg,dataset/composite/train_set/mask_76043_560853_241_185_305_213_0.4775_1.jpg
595782,387056,"[194, 71, 130, 102]",0.2401,1,dataset/composite/train_set/595782_387056_194_71_130_102_0.2401_1.jpg,dataset/composite/train_set/mask_595782_387056_194_71_130_102_0.2401_1.jpg
595782,296832,"[224, 191, 288, 226]",0.5313,1,dataset/composite/train_set/595782_296832_224_191_288_226_0.5313_1.jpg,dataset/composite/train_set/mask_595782_296832_224_191_288_226_0.5313_1.jpg
1056410,431553,"[10, 44, 329, 358]",0.7459,1,dataset/composite/train_set/1056410_431553_10_44_329_358_0.7459_1.jpg,dataset/composite/train_set/mask_1056410_431553_10_44_329_358_0.7459_1.jpg
1074276,457335,"[201, 166, 281, 263]",0.5626,1,dataset/composite/train_set/1074276_457335_201_166_281_263_0.5626_1.jpg,dataset/composite/train_set/mask_1074276_457335_201_166_281_263_0.5626_1.jpg
672975,329475,"[408, 88, 27, 49]",0.1148,0,dataset/composite/train_set/672975_329475_408_88_27_49_0.1148_0.jpg,dataset/composite/train_set/mask_672975_329475_408_88_27_49_0.1148_0.jpg
80645,546079,"[604, 68, 30, 105]",0.2202,0,dataset/composite/train_set/80645_546079_604_68_30_105_0.2202_0.jpg,dataset/composite/train_set/mask_80645_546079_604_68_30_105_0.2202_0.jpg
707427,496261,"[229, 200, 45, 14]",0.0961,1,dataset/composite/train_set/707427_496261_229_200_45_14_0.0961_1.jpg,dataset/composite/train_set/mask_707427_496261_229_200_45_14_0.0961_1.jpg
21228,126097,"[73, 9, 349, 385]",0.9069,0,dataset/composite/train_set/21228_126097_73_9_349_385_0.9069_0.jpg,dataset/composite/train_set/mask_21228_126097_73_9_349_385_0.9069_0.jpg
349351,255214,"[78, 196, 260, 220]",0.4597,1,dataset/composite/train_set/349351_255214_78_196_260_220_0.4597_1.jpg,dataset/composite/train_set/mask_349351_255214_78_196_260_220_0.4597_1.jpg
1048809,98582,"[273, 140, 183, 217]",0.4552,1,dataset/composite/train_set/1048809_98582_273_140_183_217_0.4552_1.jpg,dataset/composite/train_set/mask_1048809_98582_273_140_183_217_0.4552_1.jpg
1536949,509740,"[81, 70, 128, 113]",0.3143,0,dataset/composite/train_set/1536949_509740_81_70_128_113_0.3143_0.jpg,dataset/composite/train_set/mask_1536949_509740_81_70_128_113_0.3143_0.jpg
1105283,396765,"[312, 272, 63, 53]",0.1111,1,dataset/composite/train_set/1105283_396765_312_272_63_53_0.1111_1.jpg,dataset/composite/train_set/mask_1105283_396765_312_272_63_53_0.1111_1.jpg
1105824,529383,"[381, 257, 34, 50]",0.1111,1,dataset/composite/train_set/1105824_529383_381_257_34_50_0.1111_1.jpg,dataset/composite/train_set/mask_1105824_529383_381_257_34_50_0.1111_1.jpg
184989,447607,"[48, 56, 116, 313]",0.4895,0,dataset/composite/train_set/184989_447607_48_56_116_313_0.4895_0.jpg,dataset/composite/train_set/mask_184989_447607_48_56_116_313_0.4895_0.jpg
1104693,267555,"[347, 8, 39, 62]",0.1672,0,dataset/composite/train_set/1104693_267555_347_8_39_62_0.1672_0.jpg,dataset/composite/train_set/mask_1104693_267555_347_8_39_62_0.1672_0.jpg
663483,293169,"[157, 92, 50, 78]",0.1829,0,dataset/composite/train_set/663483_293169_157_92_50_78_0.1829_0.jpg,dataset/composite/train_set/mask_663483_293169_157_92_50_78_0.1829_0.jpg
703810,84040,"[408, 273, 59, 78]",0.1635,1,dataset/composite/train_set/703810_84040_408_273_59_78_0.1635_1.jpg,dataset/composite/train_set/mask_703810_84040_408_273_59_78_0.1635_1.jpg
1115326,211850,"[350, 27, 68, 14]",0.1068,0,dataset/composite/train_set/1115326_211850_350_27_68_14_0.1068_0.jpg,dataset/composite/train_set/mask_1115326_211850_350_27_68_14_0.1068_0.jpg
1041471,507436,"[127, 41, 499, 343]",0.7801,0,dataset/composite/train_set/1041471_507436_127_41_499_343_0.7801_0.jpg,dataset/composite/train_set/mask_1041471_507436_127_41_499_343_0.7801_0.jpg
1100782,522782,"[77, 36, 130, 81]",0.2039,0,dataset/composite/train_set/1100782_522782_77_36_130_81_0.2039_0.jpg,dataset/composite/train_set/mask_1100782_522782_77_36_130_81_0.2039_0.jpg
1104948,126235,"[275, 95, 132, 187]",0.5012,0,dataset/composite/train_set/1104948_126235_275_95_132_187_0.5012_0.jpg,dataset/composite/train_set/mask_1104948_126235_275_95_132_187_0.5012_0.jpg
1074276,384993,"[184, 39, 326, 305]",0.8520,1,dataset/composite/train_set/1074276_384993_184_39_326_305_0.8520_1.jpg,dataset/composite/train_set/mask_1074276_384993_184_39_326_305_0.8520_1.jpg
416013,353561,"[104, 24, 80, 99]",0.2325,0,dataset/composite/train_set/416013_353561_104_24_80_99_0.2325_0.jpg,dataset/composite/train_set/mask_416013_353561_104_24_80_99_0.2325_0.jpg
704836,324203,"[358, 242, 123, 26]",0.2474,1,dataset/composite/train_set/704836_324203_358_242_123_26_0.2474_1.jpg,dataset/composite/train_set/mask_704836_324203_358_242_123_26_0.2474_1.jpg
37075,465588,"[199, 70, 209, 295]",0.7382,0,dataset/composite/train_set/37075_465588_199_70_209_295_0.7382_0.jpg,dataset/composite/train_set/mask_37075_465588_199_70_209_295_0.7382_0.jpg
1881955,238768,"[286, 261, 97, 174]",0.2724,0,dataset/composite/train_set/1881955_238768_286_261_97_174_0.2724_0.jpg,dataset/composite/train_set/mask_1881955_238768_286_261_97_174_0.2724_0.jpg
149466,60677,"[180, 228, 436, 232]",0.6828,1,dataset/composite/train_set/149466_60677_180_228_436_232_0.6828_1.jpg,dataset/composite/train_set/mask_149466_60677_180_228_436_232_0.6828_1.jpg
36869,208961,"[500, 218, 92, 111]",0.2500,1,dataset/composite/train_set/36869_208961_500_218_92_111_0.2500_1.jpg,dataset/composite/train_set/mask_36869_208961_500_218_92_111_0.2500_1.jpg
1053706,201717,"[258, 14, 52, 55]",0.1148,0,dataset/composite/train_set/1053706_201717_258_14_52_55_0.1148_0.jpg,dataset/composite/train_set/mask_1053706_201717_258_14_52_55_0.1148_0.jpg
13057,46674,"[30, 119, 208, 177]",0.4336,0,dataset/composite/train_set/13057_46674_30_119_208_177_0.4336_0.jpg,dataset/composite/train_set/mask_13057_46674_30_119_208_177_0.4336_0.jpg
26188,135237,"[123, 304, 38, 85]",0.2002,0,dataset/composite/train_set/26188_135237_123_304_38_85_0.2002_0.jpg,dataset/composite/train_set/mask_26188_135237_123_304_38_85_0.2002_0.jpg
1926968,421639,"[250, 49, 347, 360]",0.8461,1,dataset/composite/train_set/1926968_421639_250_49_347_360_0.8461_1.jpg,dataset/composite/train_set/mask_1926968_421639_250_49_347_360_0.8461_1.jpg
